institution,doc_id,hgv_id,tm_id,ddb_hybrid,filename,title,summary,date_text,date_year_approx,provenance,language,genre,transcription_text,translation_text,has_translation
michigan,michigan.apis.701,41919,41919,o.mich;1;160,michigan.apis.701,Receipt for Delivery in Kind,"Receipt for the delivery of tax grain by Manes, son of Maron",(Late) IIIrd century A.D.,249.0,"Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 1, Epeiph 19. Manes, son of Maron, (has delivered) for Karanis 4 1/2 artabai of barley.",True
michigan,michigan.apis.702,42402,42402,o.mich;1;618,michigan.apis.702,List of Names,"List of names, perhaps of liturgical workers",(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"[- - -] . . .;[- - -], son of Apollonios;[- - -], son of Saturnilus(?);Syros, son of Paesios;Selpous, son of Eudaimon;Ptollas, son of Harpalos;Kastor, son of Pano[- - -];Demetrios, son of Ptol[- - -](?);Aunes, son of Polion;Isidoros, . . .;Aphous, son of Panos",True
michigan,michigan.apis.703,42141,42141,o.mich;1;379,michigan.apis.703,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor by Manes,(Late) IIIrd century A.D. (before Diocletian),249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the crop of year 2, of the horiodeiktia of Karanis, Manes, son of Maron, (has shifted), through beasts of Dinnis, five sacks, equal 5. Year 3, Pauni [. .].",True
michigan,michigan.apis.704,42285,42285,o.mich;1;505,michigan.apis.704,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor in the name of Souchiaina,"September 16, 302 A.D., A.D. January 9, 303 A.D.",302.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Through sitologoi: Harpalos(?), son of Aeionis(?) has shifted, in the name of Souchiaina, daughter of Theon, . . ., three donkeys, equal 3 donkeys. Year 19 and 18 and 11, Thoth 19 and Tybi 14.",True
michigan,michigan.apis.705,42403,42403,o.mich;1;619,michigan.apis.705,List of Names,"List of names, perhaps of liturgical workers",(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Nilos, son of Strouthis;Kapeeis, son of Apollonios(?);Melas, son of Eudaimon;Pethermouthis [- - -];and Pat[- - -];Serenus, son of Ptolemaios(?);Pateukis [- - -];Isidoros [- - -]",True
michigan,michigan.apis.706,42405,42405,o.mich;1;620,michigan.apis.706,List of Names,"List of names, perhaps of liturgical workersList of names, perhaps of liturgical workers",(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Ammonis, son of Ammonios;Akieph;Pemes: 4;Agrippinus;Sakaus;Achillas;Equal 9.;(2nd hand) Of Proclus.",True
michigan,michigan.apis.707,42280,42280,o.mich;1;500,michigan.apis.707,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor in the name of Armilla(?),"March 31, 302 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the granary of the horiodeiktia of Karanis, of the crop of year 17 and 16 and 9, in the name of Armilla(?), daughter of Horion, one donkey, equal 1. Pharmouthi 25. Year 18 and 17 and 10.",True
michigan,michigan.apis.708,42203,42203,o.mich;1;431,michigan.apis.708,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor in the name of Iulia Armilla,"May 16, 292 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the granary of the village of Karanis, of the dekaprotos Ptolemaios, former hypomnematographos, of the crop of year 7 and 6, in the name of Iulia Armilla, through Dioskoros, through beasts of the Herakleopolite nome, through Horion, 2 donkeys. Year 8 and 7, Pachon 21.",True
michigan,michigan.apis.709,42308,42308,o.mich;1;527,michigan.apis.709,Receipt for Transport of Grain,Receipt for transport of grain to Kerke in the name of Sarapammon,"January 27, 312 A.D.[?]",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"In the granary of the village of Karanis, Sarapammon, son of Horion, has shifted to the harbor of Kerke, of the crop of year 19, through Ouenaphris, 2 donkeys of barley. Mecheir 1.",True
michigan,michigan.apis.71,42256,42256,o.mich;1;48,michigan.apis.71,Order for Payment,Order for delivery of wheat,Ist century A.D.,50.0,Unknown,grc,Documentary; Ostracon,,"Apollonios to Pammenes, greetings. Deliver to Tothoes, son of Psemn(--), on the account of Apion, one third of choinix of wheat, equal 1/3 choinix of wheat, (and) to Tothoes, son of Imouthes, one sixthm, equal 1/6 choinix of wheat. Year 3, Hathyr 18.",True
michigan,michigan.apis.710,41950,41950,o.mich;1;190,michigan.apis.710,Receipt for Delivery in Kind,"Receipt for chaff of Karanis brought by  Sarapammon, son of Horion, to the collectors of Babylon","August 5, 305 A.D.",,"unnamed place, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"Sarapammon, son of Horion, has brought one basket (sargane) of chaff for burning, equal 1. Year 13 and 1, Mesore 12. The same has brought to the bank of the river for the 13th and 1st year, for the village of Karanis, one sargane of chaff for burning. (2nd hand) I, Neilos, have signed. (3rd hand) I, Heron, have signed.",True
michigan,michigan.apis.711,41937,41937,o.mich;1;178,michigan.apis.711,Receipt for Delivery in Kind,Receipt for delivery of chaff,(Late) IIIrd century A.D.,249.0,"Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,(Text too fragmentary to be translated),True
michigan,michigan.apis.712,42247,42247,o.mich;1;472,michigan.apis.712,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor in the name of Sarapammon,"February 22, 299 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the granary of the horiodeiktia of Karanis, of the dekaprotoi Severinus and Andrias, of the crop of year 14 and 13 and 6, in the name of Sarapammon, the brother of Chairemon, through beasts of the same, one donkey, equal 1. Year 15 and 14 and 7, Mecheir 28.",True
michigan,michigan.apis.713,42007,42007,o.mich;1;242,michigan.apis.713,Receipt for Delivery in Kind,Receipt (or memorandum) for fodder,IVth century A.D.,349.0,"Probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Hathyr 17. Of the bundles, 18 bundles.",True
michigan,michigan.apis.714,42006,42006,o.mich;1;241,michigan.apis.714,Receipt for Delivery in Kind,Receipt (or memorandum) for fodder,IVth century A.D.,349.0,"Probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Hathyr 8. Of the bundles, 24 bundles.",True
michigan,michigan.apis.715,42037,42037,o.mich;1;275,michigan.apis.715,Receipt (Certificate) for Work on the Embankments,Probably a certificate for work on the embankments performed by Pasion,"July 14, 192 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 32, Epeiph 20. (On the canal) of Periagogos. Pasion, son of Komon, has given <so many naubia>.",True
michigan,michigan.apis.716,42482,42482,o.mich;1;696,michigan.apis.716,Text of Uncertain Nature,Several (parts of) words: perhaps only pen tests,IIIrd century  A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,(Text too uncertain to be translated),True
michigan,michigan.apis.717,30741,30741,sb;6;9034,michigan.apis.717,Receipt (certificate) for work on the embankments,Certificate for work on the embankments performed by a Pakysis(?),IIIrd century  A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,28th (cleruchy). Pakysis(?) son of Herakl[- - -],True
michigan,michigan.apis.718,42080,42080,o.mich;1;318,michigan.apis.718,Receipt (Certificate) for work on the embankments,Certificate for work on the embankment performed by Heras,IIIrd century  A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Heras, son of Herakleides. On Mesore the thirteenth.",True
michigan,michigan.apis.719,42237,42237,o.mich;1;463,michigan.apis.719,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor in the name of the veteran Chairemon,"October 24, 298 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the granary of the village of Karanis, of the crop of year 14 and 13 and 6, of the imperial delegatio, in the name of Chairemon the veteran, three sacks, equal 3. Year 15 and 14 and 7, Phaophi 27.",True
michigan,michigan.apis.72,42142,42142,o.mich;1;38,michigan.apis.72,Order for Payment,Order for delivery of wheat,Ist century A.D.,50.0,Unknown,grc,Documentary; Ostracon,,"Apollonios to Pammenes, greetings. Deliver to Menches, son of Psem(--), on the account of Apion, half a choinix of wheat, equal 1/2 choinix of wheat. Year 3, Hathyr 18.",True
michigan,michigan.apis.720,42433,42433,o.mich;1;647,michigan.apis.720,Name of individual (name tag),Name of individual,Ist century A.D.,50.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Pnepheros, son of Marres",True
michigan,michigan.apis.721,41886,41886,o.mich;1;120,michigan.apis.721,Receipt for Tax Payment,Receipt for payment of the bath-tax (balaneutikon),"May 7, 3 B.C.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 27 of Caesar, Pachon 12. Palaomis, son of Marres, has paid, for the bath-tax, 1 drachme.",True
michigan,michigan.apis.722,42401,42401,o.mich;1;617,michigan.apis.722,List of Names,"List of names, perhaps of liturgical workers",(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Harpalos, son of Pan[- - -];Ptollas, son of Sarapion;Sarapion, son of Alexandros;Macrinus;Doulos, son of Psames;Firmus, son of Deios;Ameitos, son of Pe[. . .]rios;Valerius [- - -];Heron, son of Heron(?);Polydeukes [- - -];Paesios . . .",True
michigan,michigan.apis.723,42475,42475,o.mich;1;689,michigan.apis.723,Text of Uncertain Nature,Text of uncertain nature,IIIrd century/IVth century A.D.,299.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,(Text too uncertain to be translated.),True
michigan,michigan.apis.724,41913,41913,o.mich;1;156,michigan.apis.724,Receipt for Delivery in Kind,Receipt for the delivery of tax grain by Heron and Kopres,"November 3, 252 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 3 of our lords Gallus and Volusianus, Augusti, Hathyr 7. Aurelius Heron and Aurelius Kopres, both former agoranomoi, have paid, in the name of Pleein, son of Mysthes, 3 artabai of wheat(?) and 1/2 (art.) of barley, and lentils, in full. I, Aurelius Serenus, have signed.",True
michigan,michigan.apis.725,42129,42129,o.mich;1;368,michigan.apis.725,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor by Pleein,"IIIrd century A.D. (March 4, 252 A.D.[?])",249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 2, Phamenoth 8. Pleein, son of Mysthes, (has shifted) two sacks, equal 2.",True
michigan,michigan.apis.726,41907,41907,o.mich;1;148,michigan.apis.726,Money Account,Account of repayment of a debt,IIIrd century  A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"I, Aphrodeisios, owe to Melli 1400 drachmai. Of these, I have paid off to Mellis 380 drachmai, to be taken from Doulos, and 200 drachmai from Moros the priets; and for Arok the herdsman(?), 480 drachmai; Pannous, 340 drachmai. And Mellis himself (has?) 1 artabe of barley.",True
michigan,michigan.apis.727,42124,42124,o.mich;1;363,michigan.apis.727,Receipt for Transport of Grain,Receipt for transport of grain to an unknown harbor by Manes,(Late) IIIrd century A.D. (before Diocletian),249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Of the granary of the horiodeiktia of Karanis, in the name of Manes, son of Maron, through beasts of Arsinoe, four donkeys, equal 4. Year 1, Pachon 21.",True
michigan,michigan.apis.728,42356,42356,o.mich;1;576,michigan.apis.728,List of Names,"List of names, perhaps of liturgical workers",(Late) IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Melas, son of Isidoros;Bouranos(?);P. . . ous;Ptollas;Isidoros",True
michigan,michigan.apis.729,42035,42035,o.mich;1;273,michigan.apis.729,Receipt (Certificate) for Work on the Embankments,Probably a certificate for work on the embankments performed by Isidoros,"June 24[?], 188 A.D.",,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Year 28, Pauni 30(?). Isidoros, son of Souchammon, has given, for his arourai, 4 naubia. I have signed.",True
michigan,michigan.apis.73,42042,42042,o.mich;1;28,michigan.apis.73,Order for Payment,Order for delivery of wheat,Ist century A.D.,50.0,Unknown,grc,Documentary; Ostracon,,"Apollonios to Pammenes, secretary, greetings. Deliver to Hermeias, son of Pam(--), on the account of Apion, a quarter of a choinix of wheat, equal 1/4 choinix of wheat. Year 3, Hathyr 18.",True
michigan,michigan.apis.730,42463,42463,o.mich;1;677,michigan.apis.730,Fragment,"Fragment, of uncertain reading",IIIrd century  A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,(Text too fragmentary to be translated.),True
michigan,michigan.apis.731,32734,32734,o.mich;3;1013,michigan.apis.731,Receipt for Tax Payment in Kind,Receipt for chaff paid by Pannous,(Early) IVth century A.D. (July 4),349.0,"unknown harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"On Epeiph 10.;Has brought Pannous, the son of Tkaeis, of the village of - - -ton, for the second indiction, two-hundred forty litrai of chaff, = 240 litrai only. I, Theodotos, have signed.;2.",True
michigan,michigan.apis.732,32737,32737,o.mich;3;1016,michigan.apis.732,Receipt for Tax Payment in Kind,Receipt for chaff brought by a son of Pankratios,"June 26, 344 A.D.",,"unknown harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"Epeiph 2.;Has brought . . . son of Pankratios, of the village of Karanis, for the third indiction, sixty litrai of chaff, equal 60 litrai, only. I, Ision, have signed.",True
michigan,michigan.apis.733,32741,32741,o.mich;3;1020,michigan.apis.733,Receipt for Tax Payment in Kind,Receipt for chaff paid by Ptollas in the name of Komon,(Early) IVth century A.D. (June 1),349.0,"unknown harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"On Pauni 7.;Has brought Komon, through Ptollas son of Apollonios, for the 14th indiction, of the villagers of Karanis, two-hundred and forty litrai of chaff, = 240 litrai, only. I, Paulos, have signed.",True
michigan,michigan.apis.734,32738,32738,o.mich;3;1017,michigan.apis.734,Receipt for Tax Payment in Kind,Receipt for chaff paid and transported by Komon,"July 18, 345 A.D.",,"unnamed harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"On Epeiph 24, has brought Komon son of Isidoros, for the village of Karanis, of the third indiction, two-hundred and forty litrai of chaff. I, Souchidas, have signed.",True
michigan,michigan.apis.735,42664,42664,o.mich;2;786,michigan.apis.735,Receipt of tax payment in kind,Receipt for chaff of Karanis brought by a Ptol---,"August 6, 337 A.D.",,"unnamed place, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"On Mesore 13. Has brought Ptol . . . son of Akyllas, of the village of Karanis, for the 10th indiction, two hundred forty litrai, 240 litrai. Souchidas, (I have signed).",True
michigan,michigan.apis.736,42665,42665,o.mich;2;787,michigan.apis.736,Receipt of tax payment in kind,Receipt for chaff,(Early) IVth century A.D.,349.0,"unnamed harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"[- - - of the . . .] indiction, two hundred forty(?) litrai [of chaff], [240(?)] litrai [- - -",True
michigan,michigan.apis.737,42829,42829,o.mich;2;950,michigan.apis.737,Name of individual (name tag),Name of individual,IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,,False
michigan,michigan.apis.738,42830,42830,o.mich;2;951,michigan.apis.738,Name of individual (name tag),Name of individual,(Early) IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,,False
michigan,michigan.apis.739,42699,42699,o.mich;2;821,michigan.apis.739,Receipt (Certificate) for work on the embankments,Certificate for work on the embankments performed by a Kopres,IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Kopres son of Mouranos has given one and a half naubion. In the 3rd year, Epeiph.",True
michigan,michigan.apis.74,41949,41949,o.mich;1;19,michigan.apis.74,Account of Grain,List of contributions in kind,(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"Sarapion, wine-merchant: 61 artabai;Neilos, son of Cassianus: 31 artabai;Papeeis: 22 1/2 artabai, uncleaned;Heron, son of Aparontas: 12 artabai;Longinus: 12 1/2 artabai;Neikanor: 45 artabai;Longinus, son of Longinus, grandson of Doulos <OR: Longinus, slave of Longinus?>: 2 art.;Aeis: 9 artabai, uncleaned;Syrion: 11 1/2 artabai, uncleaned;(2nd hand) Ptollarion: 42 1/2 artabai;Dioskoros, son of Tiberinus: 28 1/2 artabai;Anatellon, son of Heroni(--): 70 art.;Tourbon: 12 art.",True
michigan,michigan.apis.740,42725,42725,o.mich;2;847,michigan.apis.740,Receipt (Certificate) for work on the embankments?,Certificate for work on the embankment,(Early) IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,[- - -]iskos [- - -] I have signed.,True
michigan,michigan.apis.741,32740,32740,o.mich;3;1019,michigan.apis.741,Receipt for Tax Payment in Kind,Receipt for chaff paid by Ptolas in the name of Paesis,(Early) IVth century A.D. (January 3),349.0,"unknown harbor, Herakleopolite or Memphite nome, province of Egypt",grc,Documentary; Ostracon,,"On Tybi 8, has brought Paesis son of Aunes through Ptolas, of the villagers of Karanis, of the 10th (indiction), eighty litrai of chaff, 80 litrai. I, Sokras, have signed.",True
michigan,michigan.apis.742,14467,14467,o.mich;4;1117,michigan.apis.742,Receipt for Money Tax,Fragment of receipt,178/179 or 188/189[?] A.D.,183.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,Text too fragmentary to be translated.,True
michigan,michigan.apis.743,42833,42833,o.mich;2;954,michigan.apis.743,Name of individual (name tag),Name of individual,(Late) IIIrd century/(early) IVth century A.D.,262.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,,False
michigan,michigan.apis.744,42811,42811,o.mich;2;932,michigan.apis.744,List of liturgical workers(?),List of 2 persons,IIIrd century A.D.,249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,,False
michigan,michigan.apis.745,30541,30541,o.mich;3;1053,michigan.apis.745,Receipt for Delivery of Camel Cargo,Receipt for delivery of the cargo of 1 camel,IIIrd century A.D. (June 26),249.0,"probably Karanis, Herakleidou meris, Arsinoite nome, province of Egypt",grc,Documentary; Ostracon,,"On Epeiph 2, Ptolemaios, secretary, one camel. I, Emp( )(?), have signed.",True
