doc_id,hgv_id,tm_id,ddb_hybrid,filename,date_text,date_year_approx,provenance,language,transcription_text,translation_text,has_translation
t.vindol.2.344,114572,114572,t.vindol;2;344,t.vindol.2.344,ca. AD 104-20,20.0,Vindolanda,la,eo m agis me ca d em mercem r uel effunder r m ine p robo tuam maies t atem imploro ne patiaris me i nnocentem uirgis ca s t igatum esse et domine pro u prae fe ct o non potui queri quia ua let udini detinebatur qu es tu s sum beneficiario cen turionib u s nu meri eius tu a m misericord ia m im pl oro ne patiaris me hominem trasmarinum et innocentem de cuius f ide inquiras uirgis cruen t at u m esse ac si aliquid sceler i s commississem,,False
t.vindol.2.345,114573,114573,t.vindol;2;345,t.vindol.2.345,ca. AD 92-7,7.0,Vindolanda,la,vestiges pe r a t tonem decurionem misi tibi te rogo fra ter continuo ill o s expun gas et nulli alii ali quam r acceperunt rog o dem attonem remittas bene ualeas frater et domine opto praef ecto ab celonio iusto col lega,,False
t.vindol.2.346,114908,114908,t.vindol;2;346,t.vindol.2.346,ca. AD 104-20?,,Vindolanda,la,r a m tibi paria udo n um t ab sattua solearu m duo et subligarioru m duo solearum paria d u o um s alu t a n dem elpidem iu enum tetr i cum et om n es c ontubernales c ontibernales cum quibus o p to felicissimus uiuas vestiges,,False
t.vindol.2.347,114574,114574,t.vindol;2;347,t.vindol.2.347,ca. AD 104-20,20.0,Vindolanda,la,rhenus primigenio sa l u t e m ualde desider o ueniam ma xi erte opt o ter alis vestiges a rh en o similis seruo,,False
t.vindol.2.348,114575,114575,t.vindol;2;348,t.vindol.2.348,ca. AD 104-20,20.0,Vindolanda,la,vestiges fe cisse c de brace qu adscr i bis uen dendam adhuc mem em vestiges u a,,False
t.vindol.2.349,114576,114576,t.vindol;2;349,t.vindol.2.349,ca. AD 104-20,20.0,Vindolanda,la,dei di propiti s u nt futur u s nonis uelim mih i ria explices seuero exp li ca sal ut tub e r na b s ual e e io fat al e,,False
t.vindol.2.350,114577,114577,t.vindol;2;350,t.vindol.2.350,ca. AD 104-20,20.0,Vindolanda,la,c laudius popa m emoriam tuam dom ine,,False
t.vindol.2.351,114578,114578,t.vindol;2;351,t.vindol.2.351,ca. AD 104-20,20.0,Vindolanda,la,d a t o fortunati centurionis,,False
t.vindol.2.352,114579,114579,t.vindol;2;352,t.vindol.2.352,ca. AD 120-30,30.0,Vindolanda,la,re ne saltem quiui s ra marco cocceio v eloci,,False
t.vindol.2.353,114580,114580,t.vindol;2;353,t.vindol.2.353,ca. AD 120-30,30.0,Vindolanda,la,per bis pacatam saluta uerbis meis et tuos omnes cum q uibus opt o domine bene ualeas u al e,,False
t.vindol.2.354,114581,114581,t.vindol;2;354,t.vindol.2.354,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges a res p alu,,False
t.vindol.2.355,114582,114582,t.vindol;2;355,t.vindol.2.355,ca. AD 97-102/3,3.0,Vindolanda,la,mihi fie r i uale do m in e carissime ka ri s sime,,False
t.vindol.2.356,114583,114583,t.vindol;2;356,t.vindol.2.356,ca. AD 97-102/3,3.0,Vindolanda,la,n arum tibi felic i t a precatur si r,,False
t.vindol.2.357,114584,114584,t.vindol;2;357,t.vindol.2.357,ca. AD 97-102/3,3.0,Vindolanda,la,nuntiauerit us e re si,,False
t.vindol.2.358,114585,114585,t.vindol;2;358,t.vindol.2.358,ca. AD 97-102/3,3.0,Vindolanda,la,c r o,,False
t.vindol.2.359,114586,114586,t.vindol;2;359,t.vindol.2.359,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges rus,,False
t.vindol.2.360,114587,114587,t.vindol;2;360,t.vindol.2.360,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges ti bi h,,False
t.vindol.2.361,114588,114588,t.vindol;2;361,t.vindol.2.361,ca. AD 97-102/3,3.0,Vindolanda,la,det i ne a us i e ns cas batau,,False
t.vindol.2.362,114589,114589,t.vindol;2;362,t.vindol.2.362,ca. AD 97-102/3,3.0,Vindolanda,la,a r e oc erial i,,False
t.vindol.2.363,114590,114590,t.vindol;2;363,t.vindol.2.363,ca. AD 97-102/3?,,Vindolanda,la,eu aler e,,False
t.vindol.2.364,114591,114591,t.vindol;2;364,t.vindol.2.364,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges be nd um,,False
t.vindol.2.365,114592,114592,t.vindol;2;365,t.vindol.2.365,ca. AD 97-102/3,3.0,Vindolanda,la,lo t i o n no cano ent,,False
t.vindol.2.366,114593,114593,t.vindol;2;366,t.vindol.2.366,ca. AD 97-102/3,3.0,Vindolanda,la,abi lis,,False
t.vindol.2.367,114594,114594,t.vindol;2;367,t.vindol.2.367,ca. AD 97-102/3,3.0,Vindolanda,la,m qua r l u b m as,,False
t.vindol.2.368,114595,114595,t.vindol;2;368,t.vindol.2.368,ca. AD 97-102/3,3.0,Vindolanda,la,p er qu ab ri,,False
t.vindol.2.369,114596,114596,t.vindol;2;369,t.vindol.2.369,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges b a vestiges,,False
t.vindol.2.370,114597,114597,t.vindol;2;370,t.vindol.2.370,ca. AD 120-30,30.0,Vindolanda,la,ci s u o salute m,,False
t.vindol.2.371,114598,114598,t.vindol;2;371,t.vindol.2.371,ca. AD 97-102/3,3.0,Vindolanda,la,vestiges et e c is d a am a,,False
t.vindol.2.372,114599,114599,t.vindol;2;372,t.vindol.2.372,ca. AD 97-102/3,3.0,Vindolanda,la,er,,False
t.vindol.2.373,114600,114600,t.vindol;2;373,t.vindol.2.373,ca. AD 97-102/3,3.0,Vindolanda,la,us er,,False
t.vindol.2.374,114601,114601,t.vindol;2;374,t.vindol.2.374,ca. AD 97-102/3,3.0,Vindolanda,la,a nt,,False
t.vindol.2.375,114602,114602,t.vindol;2;375,t.vindol.2.375,ca. AD 97-102/3,3.0,Vindolanda,la,fr gu s res a,,False
t.vindol.2.377,114603,114603,t.vindol;2;377,t.vindol.2.377,ca. AD 104-20,20.0,Vindolanda,la,scriberem nur e,,False
t.vindol.2.378,114604,114604,t.vindol;2;378,t.vindol.2.378,ca. AD 92-7,7.0,Vindolanda,la,insp i cere d ic singu l os c e a me,,False
t.vindol.2.379,114605,114605,t.vindol;2;379,t.vindol.2.379,ca. AD 97-102/3,3.0,Vindolanda,la,i onem ut r e i s ne i nueni r e,,False
t.vindol.2.380,114606,114606,t.vindol;2;380,t.vindol.2.380,ca. AD 97-102/3,3.0,Vindolanda,la,ab denari,,False
t.vindol.2.381,114607,114607,t.vindol;2;381,t.vindol.2.381,ca. AD 97-102/3,3.0,Vindolanda,la,c la,,False
t.vindol.2.382,114608,114608,t.vindol;2;382,t.vindol.2.382,ca. AD 97-102/3,3.0,Vindolanda,la,mul cr e,,False
t.vindol.2.383,114609,114609,t.vindol;2;383,t.vindol.2.383,ca. AD 97-102/3,3.0,Vindolanda,la,e ntabe n t,,False
t.vindol.2.384,114610,114610,t.vindol;2;384,t.vindol.2.384,ca. AD 97-102/3,3.0,Vindolanda,la,r ia,,False
t.vindol.2.385,114611,114611,t.vindol;2;385,t.vindol.2.385,ca. AD 97-102/3,3.0,Vindolanda,la,o a ef,,False
t.vindol.2.386,114612,114612,t.vindol;2;386,t.vindol.2.386,ca. AD 97-102/3,3.0,Vindolanda,la,uli e g o,,False
t.vindol.2.387,114613,114613,t.vindol;2;387,t.vindol.2.387,ca. AD 97-102/3,3.0,Vindolanda,la,denari,,False
t.vindol.2.388,114614,114614,t.vindol;2;388,t.vindol.2.388,ca. AD 97-102/3,3.0,Vindolanda,la,? si do vestiges,,False
t.vindol.2.389,114615,114615,t.vindol;2;389,t.vindol.2.389,ca. AD 97-102/3,3.0,Vindolanda,la,agesor,,False
