accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,,,21198/zz0021trfm,Old Assyrian Text Project,,"Driver, Godfrey R.",,,20091124 oatp: rev. 13: NB: (+) pa2-ni-in,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"AnOr 06, 069-070 18",,,,,,,,,,,,,197423,0,361045,,,,clay,Ashm 1914-0433,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"AnOr 06, 069-070 18",Kanesh (mod. Kültepe),,1932,"Veenhof, AOATT p. 325; Michel, LAPO 19, 175",,,,,,,,,,no translation,,
,,,,21198/zz0021ndp5,Old Assyrian Text Project,,"Driver, Godfrey R.",,,20091124 oatp: obv. 5: NB: (+) hat li-ba-ka3 /; rev. 5: followed by erasure,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"AnOr 06, 069-070 19",,,,,,,,,,,,,197424,0,361046,,,,clay,Ashm 1914-0426,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"AnOr 06, 069-070 19",Kanesh (mod. Kültepe),,1932,,,,,,,,,,,no translation,,
,,,,21198/zz0021ndqp,Old Assyrian Text Project,,"Driver, Godfrey R.",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,097: Puzur-Assur2.Kubiya.05.00,,2018-10-21,097: Puzur-Assur2.Kubiya.05.00,20070213 dahl,"AnOr 06, 069-070 21",,,,,,,,,,,,,197425,0,361047,,,,clay,Ashm 1914-0428,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"AnOr 06, 069-070 21",Kanesh (mod. Kültepe),,1932,"Eisser & Lewy, ARK 269",,,,,,,,,,no translation,,
,,,,21198/zz0021ndr6,Old Assyrian Text Project,,"Driver, Godfrey R.",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,111+: Naramsin.Samaya+.03.00,,2018-10-21,111+: Naramsin.Samaya+.03.00,20070213 dahl,"AnOr 06, 069-070 22",,,,,,,,,,,,,197426,0,361048,,,,clay,Ashm 1914-0424,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"AnOr 06, 069-070 22",Kanesh (mod. Kültepe),,1932,"Eisser & Lewy, ARK 321",,,,,,,,,,no translation,,
,,,,21198/zz0021ndsq,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 011, 07",,,,,,,,,,,,,197427,0,361049,,,,clay,Ashm 1933-0393,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 011, 07",Kanesh (mod. Kültepe),,1960,"Ulshöfer, FAOS Beih 4, p. 16",,,,,,,,,,no translation,,
,,,,21198/zz0021ndt7,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 014, 08",,,,,,,,,,,,,197428,0,361050,,,,clay,Ashm 1933-1043,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 014, 08",Kanesh (mod. Kültepe),,1960,"Michel, Innaya 273; Ulshöfer, FAOS Beih 4, 238",,,,,,,,,,no translation,,
,,,,21198/zz0021ndvr,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,20091124 oatp: obv. 3: (erased?),,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 014, 09",,,,,,,,,,,,,197429,0,361051,,,,clay,Ashm 1933-1044,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 014, 09",Kanesh (mod. Kültepe),,1960,"Ulshöfer, FAOS Beih 4, 239",,,,,,,,,,no translation,,
,,,,21198/zz0021ndw8,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,20091124 oatp: rev. 2: followed by erasure,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 014, 10",,,,,,,,,,,,,197430,0,361052,,,,clay,Ashm 1933-1045,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 014, 10",Kanesh (mod. Kültepe),,1960,,,,,,,,,,,no translation,,
,,,,21198/zz0021ndxs,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 016, 11",,,,,,,,,,,,,197431,0,361053,,,,clay,Ashm 1933-1048,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 016, 11",Kanesh (mod. Kültepe),,1960,"Michel, Innaya 152",,,,,,,,,,no translation,,
,,,,21198/zz0021ndz9,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 020, 12",,,,,,,,,,,,,197432,0,361054,,,,clay,Ashm 1933-1049,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 020, 12",Kanesh (mod. Kültepe),,1960,"Kienast, Burkhart, FAOS Beih 1, 034",,Sx,,,,,,,,no translation,,
,,,,21198/zz0021nf09,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 020, 13",,,,,,,,,,,,,197433,0,361055,,,,clay,Ashm 1933-1051,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 020, 13",Kanesh (mod. Kültepe),,1960,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf1t,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 021, 14",,,,,,,,,,,,,197434,0,361056,,,,clay,Ashm 1933-1052,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 021, 14",Kanesh (mod. Kültepe),,1960,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf2b,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 021, 15",,,,,,,,,,,,,197435,0,361057,,,,clay,Ashm 1933-1054,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 021, 15",Kanesh (mod. Kültepe),,1960,"Ulshöfer, FAOS Beih 4, 459",,,,,,,,,,no translation,,
,,,,21198/zz0021nf3v,no atf,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"JCS 14, 021, 16",,,,,,,,,,,,,197436,0,361058,"P361058 lead, single entry",,,clay,Ashm 1933-1057k + Ashm 1933-1057r,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"JCS 14, 021, 16",Kanesh (mod. Kültepe),,1960,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf4c,Old Assyrian Text Project,,"Kennedy, David A. & Garelli, Paul",,,,,"Ashmolean Museum, Oxford, UK",,,2/13/2007,,,2018-10-21,,20070213 dahl,"RHA 18 (66-67), 37ff.",,,,,,,,,,,,,197437,0,361059,,,,clay,Ashm 1933-1053,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RHA 18 (66-67), 37ff.",Kanesh (mod. Kültepe),,1960,"Ulshöfer, FAOS Beih 4, 257",,,,,,,,,,no translation,,
,,,,21198/zz0021nf5w,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 114 Sch. 14",,,,,,,,,,,,,197438,0,361060,,,,clay,Sammlung Schaeffer 14,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 114 Sch. 14",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf6d,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 114 Sch. 15",,,,,,,,,,,,,197439,0,361061,,,,clay,Sammlung Schaeffer 15,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 114 Sch. 15",Kanesh (mod. Kültepe),,1964,"Michel, LAPO 19, 164",,,,,,,,,,no translation,,
,,,,21198/zz0021nf7x,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 18: isz ohne innenzeichnung. isz! ?,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 118 Sch. 16",,,,,,,,,,,,,197440,0,361062,,,,clay,Sammlung Schaeffer 16,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 118 Sch. 16",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf8f,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: e. 2: umschrift: | | . | . | .,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 118 Sch. 17",,,,,,,,,,,,,197441,0,361063,,,,clay,Sammlung Schaeffer 17,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 118 Sch. 17",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz0021nf9z,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: rev. 6: al! sieht aus wie tab + dckes ki,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 118 Sch. 18",,,,,,,,,,,,,197442,0,361064,,,,clay,Sammlung Schaeffer 18,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 118 Sch. 18",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz0021nfbg,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 122 Sch. 19",,,,,,,,,,,,,197443,0,361065,,,,clay,Sammlung Schaeffer 19,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 122 Sch. 19",Kanesh (mod. Kültepe),,1964,"Michel, Innaya 015",,,,,,,,,,no translation,,
,,,,21198/zz0021nfc0,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 122 Sch. 20",,,,,,,,,,,,,197444,0,361066,,,,clay,Sammlung Schaeffer 20,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 122 Sch. 20",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213w50,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 122 Sch. 21",,,,,,,,,,,,,197445,0,361067,,,,clay,Sammlung Schaeffer 21,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 122 Sch. 21",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213w6h,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 126 Sch. 22",,,,,,,,,,,,,197446,0,361068,,,,clay,Sammlung Schaeffer 22,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 126 Sch. 22",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213w71,Old Assyrian Text Project,,"Garelli, Paul",,,,,private: Goudchaux,,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 132 Gou. 1",,,,,,,,,,,,,197447,0,361069,,,,clay,Sammlung Goudchaux 01,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 132 Gou. 1",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 253",,,,,,,,,,no translation,,
,,,,21198/zz00213w8j,Old Assyrian Text Project,,"Garelli, Paul",,,,,private: Goudchaux,,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 132 Gou. 2",,,,,,,,,,,,,197448,0,361070,,,,clay,Sammlung Goudchaux 2,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 132 Gou. 2",Kanesh (mod. Kültepe),,1964,"Michel, LAPO 19, 083",,,,,,,,,,no translation,,
,,,,21198/zz00213w92,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 056 Sch. 01",,,,,,,,,,,,,197449,0,361071,,,,clay,Sammlung Schaeffer 01,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 056 Sch. 01",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213wbk,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 056 Sch. 02",,,,,,,,,,,,,197450,0,361072,,,,clay,Sammlung Schaeffer 02,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 056 Sch. 02",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213wc3,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 060 Sch. 03",,,,,,,,,,,,,197451,0,361073,,,,clay,Sammlung Schaeffer 03,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 060 Sch. 03",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213wdm,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 060 Sch. 04",,,,,,,,,,,,,197452,0,361074,,,,clay,Sammlung Schaeffer 04,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 060 Sch. 04",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 134",,,,,,,,,,no translation,,
,,,,21198/zz00213wf4,Old Assyrian Text Project,,"Garelli, Paul",,,"20091124 oatp: obv. 10': nach szal2-ti2-a freierraum,dann abgebr.; obv. 12': nach illat freier raum,dann abgebr.",,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 063 Sch. 05",,,,,,,,,,,,,197453,0,361075,,,,clay,Sammlung Schaeffer 05,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 063 Sch. 05",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 135",,,,,,,,,,no translation,,
,,,,21198/zz00213wgn,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 063 Sch. 06",,,,,,,,,,,,,197454,0,361076,,,,clay,Sammlung Schaeffer 06,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 063 Sch. 06",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 477",,,,,,,,,,no translation,,
,,,,21198/zz00213wh5,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 063 Sch. 07",,,,,,,,,,,,,197455,0,361077,,,,clay,Sammlung Schaeffer 07,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 063 Sch. 07",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 362",,,,,,,,,,no translation,,
,,,,21198/zz00213wjp,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 064 Sch. 08",,,,,,,,,,,,,197456,0,361078,,,,clay,Sammlung Schaeffer 08,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 064 Sch. 08",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 478",,,,,,,,,,no translation,,
,,,,21198/zz00213wk6,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 066 Sch. 10",,,,,,,,,,,,,197457,0,361079,,,,clay,Sammlung Schaeffer 10,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 066 Sch. 10",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 057",,,,,,,,,,no translation,,
,,,,21198/zz00213wmq,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Schøyen Collection, Oslo, Norway",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 066 Sch. 11",,,,,,,,,Legal,,,,197458,0,361080,,,,clay,MS 1727,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 066 Sch. 11",Kanesh (mod. Kültepe),,1964,"George, Andrew R. et al., CUSAS 34 (2017) 027",,,,,silver delivery,,,,,no translation,,
,,,,21198/zz00213wn7,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 066 Sch. 12",,,,,,,,,,,,,197459,0,361081,,,,clay,Sammlung Schaeffer 12,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 066 Sch. 12",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 480",,,,,,,,,,no translation,,
,,,,21198/zz00213wpr,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 066 Sch. 13",,,,,,,,,,,,,197460,0,361082,,,,clay,Sammlung Schaeffer 13,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 066 Sch. 13",Kanesh (mod. Kültepe),,1964,,,,,,,,,,,no translation,,
,,,,21198/zz00213wq8,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: rev. 7: sieht aus wie ab me ki id,,"private: Schaeffer, C.F.A., France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 058, 066 Sch. 09",,,,,,,,,,,,,197461,0,361083,,,,clay,Sammlung Schaeffer 09,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 058, 066 Sch. 09",Kanesh (mod. Kültepe),,1964,"Ulshöfer, FAOS Beih 4, 056",,,,,,,,,,no translation,,
,,,,21198/zz00213ws9,Old Assyrian Text Project,,"Garelli, Paul",,,"20091124 oatp: obv. 6: unmiittelbar vor 1 kaputt.; obv. 7: chantre16 kopie scheil RT18,74:hier unbeschaedigt",,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 059, 175-176, no. 33",,,,,,,,,Letter,,,,197462,0,361085,,,,clay,MAH 16469,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 059, 175-176, no. 33",Kanesh (mod. Kültepe),,1965,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213wtt,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 5: followed by erasure; obv. 8: followed by erasure,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 103, no. 38",,,,,,,,,Letter,,,,197463,0,361086,,,,clay,MAH 16537,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 103, no. 38",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213wvb,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 106, no. 40",,,,,,,,,Letter,,,,197464,0,361087,,,,clay,MAH 19609,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 106, no. 40",Kanesh (mod. Kültepe),,1966,"Ichisar, Imdilum p. 340",,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213wwv,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 23: G.:ki3-k^innteende v.Gisein.besserki!- ?,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 106, no. 41",,,,,,,,,Letter,,,,197465,0,361088,,,,clay,MAH 19618,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 106, no. 41",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213wxc,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 111, no. 42",,,,,,,,,Letter,,,,197466,0,361089,,,,clay,MAH 19614,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 111, no. 42",Kanesh (mod. Kültepe),,1966,"Michel, LAPO 19, 159",,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213wzw,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: rev. 1: followed by erasure; rev. 14: gar.:[(a-na?x]; e. 5: -nim... halb auf Z.36,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 111, no. 43",,,,,,,,,Letter,,,,197467,0,361090,,Akkadian,,clay,MAH 19615,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 111, no. 43",Kanesh (mod. Kültepe),,1966,"Larsen, OAA 1, 082",,,,,Uncertain,,,,,no translation,,
,,,,21198/zz00213x0w,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: rev. 6: es fehlen de zwei Haekchen v.UD,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 115, no. 44",,,,,,,,,Letter,,,,197468,0,361091,,,,clay,MAH 19605,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 115, no. 44",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021wzxn,no atf,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 117 MAH 19619",,,,,,,,,Administrative,,,,197469,0,361092,,,,clay,MAH 19619,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 117 MAH 19619",Kanesh (mod. Kültepe),,1966,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021wzz5,no atf,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 117 MAH 19630",,,,,,,,,uncertain,,,,197470,0,361093,,,,clay,MAH 19630,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 117 MAH 19630",Kanesh (mod. Kültepe),,1966,,,,,,,,,,,no translation,,
,,,,21198/zz0021x00m,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 117 MAH 19632",,,,,,,,,uncertain,,,,197471,0,361094,,,,clay,MAH 19632,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 117 MAH 19632",Kanesh (mod. Kültepe),,1966,,,,,,,,,,,no translation,,
,,,,21198/zz0021x014,no atf,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 117 MAH 19633",,,,,,,,,Administrative,,,,197472,0,361095,,,,clay,MAH 19633,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 117 MAH 19633",Kanesh (mod. Kültepe),,1966,,,Sx,,,,,,,,no translation,,
,,,,21198/zz0021x02n,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 119, no. 46",,,,,,,,,Letter,,,,197473,0,361096,,,,clay,MAH 16615,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 119, no. 46",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x035,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 8: ist unsicher; obv. 20: followed by erasure,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 119, no. 48",,,,,,,,,Letter,,,,197474,0,361097,,,,clay,MAH 16203,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 119, no. 48",Kanesh (mod. Kültepe),,1966,"Michel, LAPO 19, 091",,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x04p,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée Postal, Paris, France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 123 MP 1",,,,,,,,,Letter,,,55,197475,0,361098,,Akkadian,,clay,MPP 01,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 060, 123 MP 1",Kanesh (mod. Kültepe),,1966,,,,,,,,,,18,no translation,46,
,,,,21198/zz0021x056,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 1: Garelli: i-na-[a; obv. 4: gar.: a-[wa-at?],,"Musée Postal, Paris, France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 125 MP 1 bis ",,,,,,,,,,,,64,197476,0,361099,,,,clay,MPP 01bis,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"RA 060, 125 MP 1 bis ",Kanesh (mod. Kültepe),,1966,"Michel, Innaya 214",,Sx,,,,,,,37,no translation,53,
