accession_no,accounting_period,acquisition_history,alternative_years,ark_number,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,dumb,dumb2,electronic_publication,elevation,excavation_no,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,id,id_text2,id_text,join_information,language,lineart_up,material,museum_no,object_preservation,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,object_remarks
,,,,21198/zz0021x06q,Old Assyrian Text Project,,"Garelli, Paul",,,,,private: Thierry,,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 125 MP 6",,,,,,,,,,,,,197477,0,361100,,,,clay,Sammlung Thierry,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 060, 125 MP 6",Kanesh (mod. Kültepe),,1966,,,,,,,,,,,no translation,,
,,,,21198/zz0021x077,Old Assyrian Text Project,,"Garelli, Paul",,,,,"private: Bruce, Mrs. James",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 140 Bruce",,,,,,,,,Letter,,,42,197478,0,361101,,Akkadian,,clay,Bruce 001,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 060, 140 Bruce",Kanesh (mod. Kültepe),,1966,"Larsen, OAA 1, 084",,,,,,,,,13,no translation,45,
,,published by Garelli as a tablet of M. André Frank,,21198/zz0021x08r,Old Assyrian Text Project,,"Garelli, Paul",,,,"Lion, Brigitte, NABU 2012/036","Musée des Beaux-Arts du Château de Blois, Blois, France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 138-140 Frank",,,,,,,,,Letter,,,57,197479,0,361102,,Akkadian,,clay,Blois 73-7-69,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 060, 138-140 Frank",Kanesh (mod. Kültepe),,1966,"Larsen, OAA 1, 053; C. Michel, LAPO 19, 360",,,,,,,,,20,no translation,48,
,,,,21198/zz0021x098,Old Assyrian Text Project,,"Garelli, Paul",,,20091124 oatp: obv. 1: Garelli: -[en6]; obv. 2: Garelli: -szur3 [u3 ...]; obv. 12: Garelli: [e ak]-,"Stephens, JSOR 11, 033","Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 095, no. 34",,,,,,,,,Letter,,,,197480,0,361103,,,,clay,MAH 16210,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 095, no. 34",Kanesh (mod. Kültepe),,1966,"Michel, Innaya 177 ",,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x0bs,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 095, no. 35",,,,,,,,,Letter,,,,197481,0,361104,,,,clay,MAH 16357,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 095, no. 35",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x0c9,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 099, no. 36",,,,,,,,,Letter,,,,197482,0,361105,,,,clay,MAH 16373,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 099, no. 36",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x0dt,Old Assyrian Text Project,,"Garelli, Paul",,,,,"Musée d’Art et d’Histoire, Geneva, Switzerland",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 060, 099, no. 37",,,,,,,,,Letter,,,,197483,0,361106,,,,clay,MAH 19604,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,"RA 060, 099, no. 37",Kanesh (mod. Kültepe),,1966,,,,,,Uncertain,,,,,no translation,,
,,,,21198/zz0021x0fb,Old Assyrian Text Project,,"Michel, Cécile",,,,,"Louvre Museum, Paris, France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 081, 003-096 139",,,,,,,,,,,,,197484,0,361107,,,,clay,AO 29292,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,,"RA 081, 003-096 139",Kanesh (mod. Kültepe),,1987,,,Sx,,,,,,,,no translation,,envelope
,,,,21198/zz0021x0gv,Old Assyrian Text Project,,"Donbaz, Veysel",,,,,"Arkeoloji Müzeleri, Istanbul, Turkey",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 085, 105 Ist Ka 0327",,,,,,,,,,,,,197485,0,361108,,,,clay,Ist Ka 0327,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 085, 105 Ist Ka 0327",Kanesh (mod. Kültepe),,1991,"Michel, Innaya 084",,,,,,,,,,no translation,,
,,,,21198/zz0021x0hc,Old Assyrian Text Project,,"Donbaz, Veysel",,,,,"Arkeoloji Müzeleri, Istanbul, Turkey",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 085, 105 Ist Ka 0338",,,,,,,,,,,,,197486,0,361109,,,,clay,Ist Ka 0338,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 085, 105 Ist Ka 0338",Kanesh (mod. Kültepe),,1991,"Michel, Innaya 025",,,,,,,,,,no translation,,
,,,,21198/zz0021x0jw,Old Assyrian Text Project,,"Donbaz, Veysel",,,,,"Arkeoloji Müzeleri, Istanbul, Turkey",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 085, 105 Ist Ka 0343 ",,,,,,,,,,,,,197487,0,361110,,,,clay,Ist Ka 0343 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 085, 105 Ist Ka 0343 ",Kanesh (mod. Kültepe),,1991,"Michel, Innaya 247",,,,,,,,,,no translation,,
,,,,21198/zz0021x0kd,Old Assyrian Text Project,,"Donbaz, Veysel",,,,,"Arkeoloji Müzeleri, Istanbul, Turkey",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 085, 103",,,,,,,,,,,,,197488,0,361111,,,,clay,Ist Ka 0295 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 085, 103",Kanesh (mod. Kültepe),,1991,"Michel, Innaya 166",,,,,,,,,,no translation,,
,,,,21198/zz00224km7,Old Assyrian Text Project,,"Donbaz, Veysel",,,,,"Anadolu Medeniyetleri Müzesi, Ankara, Turkey",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 085, 107",,,,,kt 86/k 049,,,,,,,,197489,0,361112,,,,clay,AMM 002-014-86,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 085, 107",Kanesh (mod. Kültepe),,1991,,,,,,,,,,,no translation,,
,,,,21198/zz00224knr,Old Assyrian Text Project,,"Michel, Cécile",,,,,"private: Brieux, Paris, France",,,2/14/2007,,,2018-10-21,,20070213 dahl,"RA 088, 121-122",,,,,,,,,Letter,,,,197490,0,361113,,Akkadian,,clay,Brieux 001,,tablet,Old Assyrian (ca. 1950-1850 BC),,,"RA 088, 121-122",Kanesh (mod. Kültepe),,1994,"Michel, LAPO 19, 250",,,,,,,,,,no translation,,
,,,,21198/zz00224kp8,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 01a+b,,,,,,,,,,,,,197491,0,361114,,,,clay,UM L-29-553 & UM L-29-553_e,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,POAT 01a+b,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 003-005",,Sx,,,,,,,,no translation,,
,,,202,21198/zz00224kqs,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 20-26: Michel, Fs Garelli 269A.114;",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,101+: Puzur-Assur2.Ikun-pi-Isztar+.04.00,,2018-10-21,101+: Puzur-Assur2.Ikun-pi-Isztar+.04.00,20070214 dahl,POAT 02,,,,,,,,,,,,,197492,0,361115,,,,clay,UM L-29-555,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 02,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 005-007; Larsen, OAA 1, 142; Rosen, unpub. diss. p. 97",,,,,,Promissory note,,,,no translation,,
,,,,21198/zz00224kr9,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 03,,,,,,,,,Letter,,,,197493,0,361116,,Akkadian,,clay,UM L-29-556,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 03,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 007-008; Larsen, OAA 1, 102",,,,,,,,,,no translation,,
,109: Naramsin.Enna-Suen+.02.00 to Naramsin.Masi-ili.09.00,,,21198/zz0021ntdt,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,Naramsin.Masi-ili.09.00,,2018-10-21,"109: Naramsin.Enna-Suen+.02.00, Naramsin.Enna-Suen.12.00, Naramsin.Akutum+.01.00, Naramsin.Akutum+.05.00, Naramsin.Akutum.09.00, Naramsin.Akutum.11.00, Naramsin.Masi-ili.08.00, Naramsin.Masi-ili.09.00 ",20070214 dahl,POAT 04,,,,,,,,,,,,,197494,0,361117,,,,clay,UM L-29-557,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 04,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 008-010",,,,,,,,,,no translation,,
,,,,21198/zz0021ntfb,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 05,,,,,,,,,Letter,,,,197495,0,361118,,Akkadian,,clay,UM L-29-558,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 05,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 011-012; Larsen, OAA 1, 002",,,,,,,,,,no translation,,
,,,,21198/zz0021ntgv,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 24-32: Hirsch, UAR nachtr. 5f; 33-37: CAD Q 96a",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 06,,,,,,,,,Letter,,,,197496,0,361119,,Akkadian,,clay,UM L-29-559,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 06,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 012-013; Larsen, OAA 1, 034; Michel, LAPO 19, 262",,,,,,,,,,no translation,,
,,,,21198/zz0021nthc,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,20091124 oatp: 12: KTS 27a-28;,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,079: Szarru-ken1.Aham-arsi.00.00,,2018-10-21,079: Szarru-ken1.Aham-arsi.00.00,20070214 dahl,POAT 07,,,,,,,,,,,,,197497,0,361120,,,,clay,UM L-29-560,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 07,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 014-015",,,,,,,,,,no translation,,
,,,,21198/zz0021ntjw,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 3: HUCA 39, 15ff.",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 08,,,,,,,,,Letter,,,,197498,0,361121,,Akkadian,,clay,UM L-29-561,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 08,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 015-017; Larsen, OAA 1, 076",,,,,,,,,,no translation,,
,,,,21198/zz0021ntkd,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 09,,,,,,,,,,,,,197499,0,361122,,,,clay,UM L-29-562 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 09,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 017-018",,,,,,,,,,no translation,,
,,,,21198/zz0021ntmx,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 10,,,,,,,,,Letter,,,,197500,0,361123,,Akkadian,,clay,UM L-29-563,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 10,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 019-020; Larsen, OAA 1, 020; Michel, LAPO 19,222",,,,,,,,,,no translation,,
,,,,21198/zz0021ntnf,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 11,,,,,,,,,,,,,197501,0,361124,,,,clay,UM L-29-564,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 11,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 020-021",,,,,,,,,,no translation,,
,,,,21198/zz0021ntpz,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 14ff.: Veenhof, JESHO 28, 112",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 12,,,,,,,,,,,,,197502,0,361125,,,,clay,UM L-29-566,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 12,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 021-022; Larsen, OAA 1, 153; Ulshöfer, FAOS Beih 4, 032",,,,,,,,,,no translation,,
,,,,21198/zz0021ntqg,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 9: Hecker, afO 31, 83b; 25-30: Landsberger, WO 3, 66",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 13,,,,,,,,,Letter,,,,197503,0,361126,,Akkadian,,clay,UM L-29-567,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 13,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 022-023; Larsen, OAA 1, 025; Michel, LAPO 19,259",,,,,,,,,,no translation,,
,,,,21198/zz0021ntr0,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 14,,,,,,,,,Letter,,,,197504,0,361127,,Akkadian,,clay,UM L-29-568,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 14,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 024-025; Larsen, OAA 1, 011",,,,,,,,,,no translation,,
,,,,21198/zz0021ntsh,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 23-24: Hecker, afO 31, 84b",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 15,,,,,,,,,,,,,197505,0,361128,,,,clay,UM L-29-569,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 15,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 025-027; Michel, LAPO 19,151; Ichisar, Imdilum p. 413",,,,,,,,,,no translation,,
,,,,21198/zz0021ntt1,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 14, 27-29, 29ff.: Hecker, afO 31, 84a; 34-37: Veenhof, JEOL 28, 13A.7; 15: NB: eq- fehlt in kopie",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 16,,,,,,,,,,,,,197506,0,361129,,,,clay,UM L-29-571,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 16,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 027-028; Ichisar, Imdilum p. 196",,,,,,,,,,no translation,,
,,,,21198/zz0021ntvj,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 17,,,,,,,,,Letter,,,,197507,0,361130,,Akkadian,,clay,UM L-29-572,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 17,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 029-030; Larsen, OAA 1, 097",,,,,,,,,,no translation,,
,,,,21198/zz0021ntw2,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,"Bateman et al., Preservation and Reproduction of Clay Tablets… (1966) pl. 15 (photo of a cast of the case)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 18a+b,,,,,,,,,Royal/Monumental,,,,197508,0,361131,,Akkadian,,clay,UM L-29-573 & UM L-29-573_e,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,POAT 18a+b,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 030-032; Michel, LAPO 19, 010ab; Larsen, OACC p. 135 n. 94",,S003474,"RIMA 1.0.035.001, ex. 05",,witness,,,Royal letter from Sargon 1 to a merchant travelling in Asia Minor,,no translation,,
,,,,21198/zz0021ntxk,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 28-31: Albayrak, Aran 4, 20; 33-35: Hecker, afO 31, 84",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 19,,,,,,,,,,,,,197509,0,361132,,,,clay,UM L-29-574,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 19,Kanesh (mod. Kültepe),,1983,"Lewy, HUCA 39, 032-033",,,,,,,,,,no translation,,
,,,,21198/zz0021ntz3,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 20,,,,,,,,,,,,,197510,0,361133,,,,clay,UM L-29-575,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 20,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz0021nv03,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 21,,,,,,,,,,,,,197511,0,361134,,,,clay,UM L-29-577,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 21,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz0021nv1m,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 22,,,,,,,,,,,,,197512,0,361135,,,,clay,UM L-29-579,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 22,Kanesh (mod. Kültepe),,1983,"Michel, LAPO 19,148; Ichisar, Imdilum p. 240",,,,,,,,,,no translation,,
,,,,21198/zz0021nv24,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,096: Puzur-Assur2.Assur-nada.07.00,Assur-nada DUMU Puzur-Anna,2018-10-21,096: Puzur-Assur2.Assur-nada.07.00,20070214 dahl,POAT 23a+b,,,,,,,,,,,,,197513,0,361136,,,,clay,UM L-29-580 & UM L-29-585 + UM L-29-630,,tablet & envelope,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160913,POAT 23a+b,Kanesh (mod. Kültepe),,1983,"Rosen, unpub. diss. p. 103",,Sx,,,,,,,,no translation,,
,,,,21198/zz0021nv3n,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 24,,,,,,,,,Letter,,,,197514,0,361137,,Akkadian,,clay,UM L-29-581,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 24,Kanesh (mod. Kültepe),,1983,"Larsen, OAA 1, 127; Ichisar, Imdilum p. 076",,,,,,,,,,no translation,,
,,,,21198/zz0021nv45,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 25 ,,,,,,,,,,,,,197515,0,361138,,,,clay,UM L-29-583 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 25 ,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz0021529c,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 26,,,,,,,,,,,,,197516,0,361139,,,,clay,UM L-29-584,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 26,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz002152bw,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 27,,,,,,,,,,,,,197517,0,361140,,,,clay,UM L-29-586,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 27,Kanesh (mod. Kültepe),,1983,"Michel, LAPO 19, 395",,,,,,,,,,no translation,,
,,,,21198/zz002152cd,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,"20091124 oatp: 14-23: Michel, Fs Garelli 262A.54; 16-17: Michel, Fs Garelli 265A.73",,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 28,,,,,,,,,,,,,197518,0,361141,,,,clay,UM L-29-587,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 28,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz002152dx,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 29,,,,,,,,,,,,,197519,0,361142,,,,clay,UM L-29-588,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 29,Kanesh (mod. Kültepe),,1983,"Michel, LAPO 19, 393",,,,,,,,,,no translation,,
,,,,21198/zz002152ff,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 30,,,,,,,,,Letter,,,,197520,0,361143,,Akkadian,,clay,UM L-29-589,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 30,Kanesh (mod. Kültepe),,1983,"Larsen, OAA 1, 086",,,,,,,,,,no translation,,
,,,,21198/zz002152gz,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 31,,,,,,,,,,,,,197521,0,361144,,,,clay,UM L-29-590,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 31,Kanesh (mod. Kültepe),,1983,"Michel, LAPO 19, 341",,,,,,,,,,no translation,,
,,,,21198/zz002152hg,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 32 ,,,,,,,,,,,,,197522,0,361145,,,,clay,UM L-29-591 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 32 ,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz002152j0,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 33,,,,,,,,,,,,,197523,0,361146,,,,clay,UM L-29-592,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 33,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
,,,,21198/zz002152kh,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 34 ,,,,,,,,,,,,,197524,0,361147,,,,clay,UM L-29-593 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 34 ,Kanesh (mod. Kültepe),,1983,"Ulshöfer, FAOS Beih 4, 361",,,,,,,,,,no translation,,
,,,,21198/zz002152m1,Old Assyrian Text Project,,"Gwaltney, Walter C. ",,,,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA",,,2/14/2007,,,2018-10-21,,20070214 dahl,POAT 35 ,,,,,,,,,,,,,197525,0,361148,,,,clay,UM L-29-595 ,,tablet,Old Assyrian (ca. 1950-1850 BC),,600ppi 20160630,POAT 35 ,Kanesh (mod. Kültepe),,1983,,,,,,,,,,,no translation,,
